combination,pca_x,pca_y,accuracy,accuracy_normalized
A1+B1+C7+D8,0.6848582786265697,0.9547335424125283,0.11415061054117165,-0.8146865117291453
A1+B1+C7+D9,0.6848582786265699,-0.23910644874857434,0.11125640618834277,-0.8662993602411297
A1+B1+C7+D10,0.6848582786265694,0.7919577866675312,0.10901445647025343,-0.9062804386532779
A1+B1+C7+D11,0.6848582786265699,-0.1702095463764466,0.12200758974849321,-0.6745716379494373
A1+B1+C7+D12,0.6848582786265704,-1.921729752503226,0.1464106236928502,-0.23938809848311332
A1+B1+C7+D13,0.6848582786265697,0.5807740876567367,0.13194632938340203,-0.49733236917589113
A1+B1+C7+D14,0.6848582786265701,-0.5088545703837573,0.1287398050642782,-0.5545148738498165
A1+B1+C7+D15,0.6848582786265694,1.3713075880533276,0.11476112084409291,-0.8037991755433359
A1+B1+C7+D16,0.6848582786265704,-2.0073094902904938,0.14254354296098518,-0.3083504203047491
A1+B1+C7+D17,0.6848582786265694,1.411384912926779,0.1014581747234711,-1.0410329224332677
A1+B1+C7+D18,0.6848582786265699,0.4286823236900673,0.14025192379931178,-0.3492172625244432
A1+B1+C7+D19,0.6848582786265693,1.6981058008271726,0.11550932559487728,-0.7904563103719684
A1+B1+C7+D20,0.6848582786265698,-0.30840961535106315,0.1300468306927201,-0.5312064589840464
A1+B1+C8+D1,0.6848582786265704,0.10366230261412082,0.15071444373121828,-0.16263732881268006
A1+B1+C8+D2,0.6848582786265703,-0.23874806880401722,0.13696113303258717,-0.407902505382841
A1+B1+C8+D3,0.6848582786265709,-1.7529949149859907,0.1533264244031658,-0.11605742418165792
A1+B1+C8+D4,0.6848582786265703,0.05165943075498175,0.13197745904338443,-0.49677722854688533
A1+B1+C8+D5,0.6848582786265708,-0.9577533303091633,0.14858547674107403,-0.20060356662927692
A1+B1+C8+D6,0.6848582786265707,-0.8621016017317277,0.12706359220842445,-0.5844070686143152
A1+B1+C8+D7,0.68485827862657,1.5749495638812303,0.13620029756765306,-0.42147061627169613
A1+B1+C8+D8,0.6848582786265701,0.9547335424125272,0.134069166481444,-0.45947544678899443
A1+B1+C8+D9,0.6848582786265703,-0.23910644874857545,0.13117496212861518,-0.5110882953009781
A1+B1+C8+D10,0.6848582786265699,0.7919577866675304,0.12893301241052554,-0.5510693737131314
A1+B1+C8+D11,0.6848582786265703,-0.17020954637644772,0.1419261456887656,-0.31936057300928594
A1+B1+C8+D12,0.6848582786265709,-1.921729752503227,0.16632917963312252,0.11582296645703662
A1+B1+C8+D13,0.6848582786265701,0.5807740876567355,0.15186488532367443,-0.1421213042357397
A1+B1+C8+D14,0.6848582786265706,-0.5088545703837584,0.1486583610045506,-0.199303808909665
A1+B1+C8+D15,0.6848582786265699,1.3713075880533265,0.13467967678436515,-0.4485881106031872
A1+B1+C8+D16,0.6848582786265709,-2.007309490290495,0.16246209890125746,0.04686064463540036
A1+B1+C8+D17,0.6848582786265699,1.4113849129267777,0.12137673066374353,-0.6858218574931156
A1+B1+C8+D18,0.6848582786265703,0.4286823236900662,0.16017047973958407,0.005993802415706256
A1+B1+C8+D19,0.6848582786265698,1.6981058008271714,0.13542788153514954,-0.43524524543181947
A1+B1+C8+D20,0.6848582786265702,-0.3084096153510642,0.14996538663299236,-0.1759953940438974
A1+B1+C9+D1,0.6848582786265699,0.10366230261412138,0.1331449989939591,-0.47595628598220413
A1+B1+C9+D2,0.6848582786265698,-0.2387480688040166,0.11939168829532812,-0.7212214625523626
A1+B1+C9+D3,0.6848582786265703,-1.7529949149859902,0.13575697966590683,-0.429376381351178
A1+B1+C9+D4,0.6848582786265698,0.051659430754982194,0.1144080143061253,-0.8100961857164084
A1+B1+C9+D5,0.6848582786265702,-0.9577533303091629,0.13101603200381523,-0.5139225237987941
A1+B1+C9+D6,0.6848582786265701,-0.8621016017317271,0.1094941474711653,-0.8977260257838385
A1+B1+C9+D7,0.6848582786265694,1.5749495638812308,0.11863085283039376,-0.7347895734412222
A1+B1+C9+D8,0.6848582786265696,0.9547335424125278,0.11649972174418498,-0.7727944039585157
A1+B1+C9+D9,0.6848582786265698,-0.23910644874857478,0.11360551739135596,-0.8244072524705027
A1+B1+C9+D10,0.6848582786265693,0.7919577866675308,0.11136356767326673,-0.8643883308826488
A1+B1+C9+D11,0.6848582786265698,-0.17020954637644706,0.12435670095150651,-0.6326795301788083
A1+B1+C9+D12,0.6848582786265703,-1.9217297525032264,0.14875973489586344,-0.19749599071248547
A1+B1+C9+D13,0.6848582786265696,0.5807740876567362,0.13429544058641527,-0.4554402614052633
A1+B1+C9+D14,0.68485827862657,-0.5088545703837577,0.1310889162672916,-0.5126227660791857
A1+B1+C9+D15,0.6848582786265693,1.3713075880533272,0.11711023204710617,-0.7619070677727076
A1+B1+C9+D16,0.6848582786265703,-2.007309490290494,0.14489265416399852,-0.2664583125341193
A1+B1+C9+D17,0.6848582786265693,1.4113849129267786,0.10380728592648455,-0.999140814662636
A1+B1+C9+D18,0.6848582786265698,0.42868232369006687,0.142601035002325,-0.30732515475381583
A1+B1+C9+D19,0.6848582786265692,1.698105800827172,0.11785843679789049,-0.748564202601341
A1+B1+C9+D20,0.6848582786265697,-0.3084096153510636,0.1323959418957334,-0.48931435121341754
A1+B1+C10+D1,0.68485827862657,0.10366230261412171,0.13410245081474118,-0.45888188149682363
A1+B1+C10+D2,0.6848582786265699,-0.23874806880401628,0.1203491401161102,-0.7041470580669821
A1+B1+C10+D3,0.6848582786265704,-1.7529949149859898,0.13671443148668883,-0.412301976865799
A1+B1+C10+D4,0.6848582786265699,0.05165943075498264,0.11536546612690776,-0.793021781231021
A1+B1+C10+D5,0.6848582786265703,-0.9577533303091624,0.1319734838245971,-0.4968481193134175
A1+B1+C10+D6,0.6848582786265702,-0.8621016017317267,0.1104515992919473,-0.8806516212984595
A1+B1+C10+D7,0.6848582786265696,1.5749495638812312,0.11958830465117587,-0.7177151689558412
A1+B1+C10+D8,0.6848582786265697,0.9547335424125281,0.1174571735649669,-0.755719999473138
A1+B1+C10+D9,0.6848582786265699,-0.23910644874857445,0.1145629692121381,-0.8073328479851212
A1+B1+C10+D10,0.6848582786265694,0.7919577866675312,0.11232101949404859,-0.8473139263972722
A1+B1+C10+D11,0.6848582786265699,-0.17020954637644672,0.12531415277228863,-0.6156051256934271
A1+B1+C10+D12,0.6848582786265704,-1.921729752503226,0.14971718671664577,-0.18042158622710053
A1+B1+C10+D13,0.6848582786265697,0.5807740876567367,0.1352528924071975,-0.43836585691987984
A1+B1+C10+D14,0.6848582786265701,-0.5088545703837574,0.13204636808807355,-0.4955483615938076
A1+B1+C10+D15,0.6848582786265694,1.3713075880533276,0.11806768386788814,-0.744832663287329
A1+B1+C10+D16,0.6848582786265704,-2.007309490290494,0.1458501059847804,-0.24938390804874222
A1+B1+C10+D17,0.6848582786265694,1.4113849129267786,0.10476473774726651,-0.9820664101772577
A1+B1+C10+D18,0.6848582786265699,0.4286823236900672,0.14355848682310676,-0.29025075026844077
A1+B1+C10+D19,0.6848582786265693,1.6981058008271723,0.1188158886186726,-0.73148979811596
A1+B1+C10+D20,0.6848582786265698,-0.30840961535106326,0.13335339371651522,-0.4722399467280415
A1+B1+C11+D1,0.6848582786265701,0.10366230261412093,0.12889526799137013,-0.5517424764904584
A1+B1+C11+D2,0.68485827862657,-0.23874806880401706,0.11514195729273917,-0.7970076530606166
A1+B1+C11+D3,0.6848582786265706,-1.7529949149859907,0.13150724866331776,-0.5051625718594343
A1+B1+C11+D4,0.68485827862657,0.05165943075498175,0.11015828330353657,-0.8858823762246585
A1+B1+C11+D5,0.6848582786265704,-0.9577533303091633,0.12676630100122613,-0.5897087143070507
A1+B1+C11+D6,0.6848582786265703,-0.8621016017317276,0.10524441646857645,-0.9735122162920908
A1+B1+C11+D7,0.6848582786265697,1.5749495638812303,0.11438112182780494,-0.810575763949474
A1+B1+C11+D8,0.6848582786265698,0.9547335424125274,0.11224999074159583,-0.8485805944667733
A1+B1+C11+D9,0.68485827862657,-0.23910644874857523,0.1093557863887671,-0.9001934429787553
A1+B1+C11+D10,0.6848582786265696,0.7919577866675304,0.10711383667067766,-0.940174521390905
A1+B1+C11+D11,0.68485827862657,-0.1702095463764475,0.12010696994891736,-0.708465720687066
A1+B1+C11+D12,0.6848582786265706,-1.9217297525032269,0.14451000389327448,-0.2732821812207397
A1+B1+C11+D13,0.6848582786265698,0.5807740876567358,0.13004570958382633,-0.531226451913517
A1+B1+C11+D14,0.6848582786265702,-0.5088545703837581,0.1268391852647026,-0.5884089565874409
A1+B1+C11+D15,0.6848582786265696,1.3713075880533268,0.11286050104451709,-0.8376932582809641
A1+B1+C11+D16,0.6848582786265706,-2.0073094902904947,0.14064292316140947,-0.342244503042375
A1+B1+C11+D17,0.6848582786265696,1.4113849129267781,0.09955755492389544,-1.074927005170893
A1+B1+C11+D18,0.68485827862657,0.4286823236900664,0.13835130399973575,-0.383111345262075
A1+B1+C11+D19,0.6848582786265694,1.6981058008271717,0.11360870579530163,-0.8243503931095933
A1+B1+C11+D20,0.6848582786265699,-0.30840961535106404,0.12814621089314412,-0.5651005417216772
A1+B1+C12+D1,0.6848582786265704,0.10366230261412093,0.1315334543226627,-0.5046952417883545
A1+B1+C12+D2,0.6848582786265703,-0.238748068804017,0.11778014362403161,-0.7499604183585149
A1+B1+C12+D3,0.6848582786265709,-1.7529949149859902,0.13414543499461035,-0.45811533715732977
A1+B1+C12+D4,0.6848582786265703,0.05165943075498197,0.11279646963482909,-0.8388351415225552
A1+B1+C12+D5,0.6848582786265708,-0.9577533303091633,0.12940448733251858,-0.5426614796049488
A1+B1+C12+D6,0.6848582786265707,-0.8621016017317276,0.10788260279986894,-0.926464981589988
A1+B1+C12+D7,0.68485827862657,1.5749495638812303,0.11701930815909736,-0.7635285292473725
A1+B1+C12+D8,0.6848582786265701,0.9547335424125274,0.11488817707288847,-0.801533359764668
A1+B1+C12+D9,0.6848582786265703,-0.23910644874857523,0.11199397272005966,-0.8531462082766512
A1+B1+C12+D10,0.6848582786265699,0.7919577866675304,0.1097520230019701,-0.8931272866888033
A1+B1+C12+D11,0.6848582786265703,-0.1702095463764475,0.12274515628021003,-0.66141848598496
A1+B1+C12+D12,0.6848582786265709,-1.9217297525032269,0.147148190224567,-0.22623494651863676
A1+B1+C12+D13,0.6848582786265701,0.5807740876567358,0.1326838959151189,-0.4841792172114131
A1+B1+C12+D14,0.6848582786265706,-0.5088545703837581,0.12947737159599515,-0.5413617218853369
A1+B1+C12+D15,0.6848582786265699,1.3713075880533268,0.11549868737580973,-0.7906460235788586
A1+B1+C12+D16,0.6848582786265709,-2.0073094902904947,0.14328110949270184,-0.2951972683402745
A1+B1+C12+D17,0.6848582786265699,1.4113849129267781,0.10219574125518789,-1.027879770468791
A1+B1+C12+D18,0.6848582786265703,0.4286823236900664,0.14098949033102853,-0.3360641105599671
A1+B1+C12+D19,0.6848582786265698,1.6981058008271717,0.11624689212659416,-0.7773031584074901
A1+B1+C12+D20,0.6848582786265702,-0.30840961535106404,0.13078439722443688,-0.5180533070195698
A1+B1+C13+D1,0.6848582786265707,0.10366230261412038,0.13461141176203834,-0.4498054925937082
A1+B1+C13+D2,0.6848582786265706,-0.2387480688040176,0.12085810106340732,-0.6950706691638674
A1+B1+C13+D3,0.6848582786265711,-1.7529949149859911,0.1372233924339861,-0.4032255879626816
A1+B1+C13+D4,0.6848582786265706,0.051659430754981306,0.11587442707420478,-0.7839453923279079
A1+B1+C13+D5,0.684858278626571,-0.9577533303091638,0.13248244477189416,-0.4877717304103036
A1+B1+C13+D6,0.6848582786265709,-0.8621016017317281,0.11096056023924461,-0.8715752323953413
A1+B1+C13+D7,0.6848582786265702,1.5749495638812299,0.12009726559847297,-0.7086387800527267
A1+B1+C13+D8,0.6848582786265703,0.9547335424125267,0.11796613451226405,-0.7466436105700228
A1+B1+C13+D9,0.6848582786265706,-0.23910644874857578,0.115071930159435,-0.7982564590820105
A1+B1+C13+D10,0.6848582786265701,0.7919577866675299,0.11282998044134568,-0.8382375374941581
A1+B1+C13+D11,0.6848582786265706,-0.17020954637644817,0.12582311371958577,-0.606528736790312
A1+B1+C13+D12,0.6848582786265711,-1.9217297525032275,0.1502261476639427,-0.17134519732398903
A1+B1+C13+D13,0.6848582786265703,0.5807740876567351,0.13576185335449448,-0.4292894680167678
A1+B1+C13+D14,0.6848582786265708,-0.5088545703837587,0.1325553290353708,-0.48647197269069065
A1+B1+C13+D15,0.6848582786265701,1.3713075880533263,0.1185766448151851,-0.7357562743842173
A1+B1+C13+D16,0.6848582786265711,-2.0073094902904955,0.1463590669320775,-0.24030751914562778
A1+B1+C13+D17,0.6848582786265701,1.4113849129267773,0.10527369869456353,-0.9729900212741448
A1+B1+C13+D18,0.6848582786265706,0.42868232369006587,0.14406744777040406,-0.28117436136532287
A1+B1+C13+D19,0.68485827862657,1.698105800827171,0.11932484956596962,-0.7224134092128471
A1+B1+C13+D20,0.6848582786265704,-0.30840961535106465,0.13386235466381227,-0.463163557824928
A1+B1+C14+D1,0.6848582786265711,0.1036623026141206,0.14940285303132134,-0.1860271533899743
A1+B1+C14+D2,0.684858278626571,-0.23874806880401733,0.13564954233269041,-0.4312923299601318
A1+B1+C14+D3,0.6848582786265716,-1.7529949149859907,0.15201483370326907,-0.13944724875894818
A1+B1+C14+D4,0.684858278626571,0.05165943075498153,0.1306658683434875,-0.520167053124179
A1+B1+C14+D5,0.6848582786265714,-0.9577533303091635,0.1472738860411771,-0.22399339120657066
A1+B1+C14+D6,0.6848582786265713,-0.8621016017317278,0.12575200150852747,-0.6077968931916099
A1+B1+C14+D7,0.6848582786265707,1.57494956388123,0.13488870686775611,-0.44486044084899035
A1+B1+C14+D8,0.6848582786265708,0.954733542412527,0.13275757578154707,-0.48286527136628865
A1+B1+C14+D9,0.684858278626571,-0.23910644874857556,0.12986337142871823,-0.5344781198782723
A1+B1+C14+D10,0.6848582786265706,0.7919577866675301,0.12762142171062887,-0.5744591982904207
A1+B1+C14+D11,0.684858278626571,-0.17020954637644783,0.14061455498886888,-0.3427503975865762
A1+B1+C14+D12,0.6848582786265716,-1.9217297525032273,0.16501758893322577,0.09243314187974584
A1+B1+C14+D13,0.6848582786265708,0.5807740876567355,0.15055329462377737,-0.16551112881303592
A1+B1+C14+D14,0.6848582786265712,-0.5088545703837585,0.14734677030465382,-0.22269363348695626
A1+B1+C14+D15,0.6848582786265706,1.3713075880533263,0.13336808608446835,-0.471977935180479
A1+B1+C14+D16,0.6848582786265716,-2.007309490290495,0.1611505082013606,0.02347082005810761
A1+B1+C14+D17,0.6848582786265706,1.4113849129267777,0.12006513996384659,-0.7092116820704099
A1+B1+C14+D18,0.684858278626571,0.4286823236900661,0.15885888903968703,-0.01739602216158946
A1+B1+C14+D19,0.6848582786265704,1.6981058008271712,0.13411629083525267,-0.4586350700091122
A1+B1+C14+D20,0.6848582786265709,-0.30840961535106437,0.14865379593309533,-0.19938521862119313
A1+B1+C15+D1,0.6848582786265702,0.10366230261412138,0.13354052293101784,-0.4689028389696173
A1+B1+C15+D2,0.6848582786265701,-0.23874806880401656,0.11978721223238692,-0.7141680155397748
A1+B1+C15+D3,0.6848582786265707,-1.7529949149859898,0.1361525036029656,-0.4223229343385907
